287.222	289.762	1022	72	2	2.74	0
290.566	293.746	1022	59	1	1.43	0
290.566	293.746	1022	42	2	1.48	0
294.15	295.7	1020	37	1	1.33	0
293.15	295.32	1019	45	2	1.33	0
292.15	295.32	1019	59	1	1.28	0
290.408	292.408	1021	68	2	1.46	0
289.778	291.278	1022	67	1	1.23	0
289.15	291.278	1022	72	1	1.46	0
288.886	290.456	1022	67	1	1.25	0
288.15	289.112	1022	77	3	1.22	0
287.15	289.112	1022	82	3.13	1.33	0
288.15	290.47	1023	82	1	1.74	0
291.15	293.97	1023	63	1	1.43	0
292.15	293.97	1023	59	2	1.46	0
294.15	296.015	1021	40	2	1.44	0
294.15	295.8	1020	40	2	1.35	0
293.15	295.8	1020	49	1	1.28	0
290.6	293.5	1022	52	1	1.43	0
288.115	292.115	1022	67	4.17	1.25	0
288.115	292.115	1022	77	1	1.44	0
286.15	290.1	1022	82	1	1.27	0
285.15	288.5	1021	87	2	1.28	0
285.15	288.5	1022	87	2	1.31	0
289.15	290.166	1023	77	2	1.78	0
292.15	294.781	1023	63	2	1.35	0
293.901	295.15	1022	49	3	1.35	0
296.2	297.8	1020	41	5	1.31	0
295.6	297.3	1018	38	5	1.28	0
295.6	297.3	1018	40	4	1.20	0
290.798	293.598	1018	52	3	1.40	0
288.992	292.292	1019	59	2	1.17	0
288.15	292.292	1019	72	2	1.33	0
287.15	290.754	1018	82	2	1.15	0
285.15	289.308	1017	87	1	1.14	0
285.15	289.308	1017	93	2	1.23	0
291.15	291.93	1018	63	3	1.62	0
294.15	296.78	1018	49	5	1.36	0
296.07	297.15	1018	44	5	1.40	0
298	299.2	1015	47	4	1.35	0
297.242	298.542	1015	47	5	1.30	0
297.15	298.542	1015	50	3	1.27	0
293.022	295.522	1016	64	3	1.41	0
292.079	293.979	1017	72	2	1.23	0
291.15	293.979	1017	77	1	1.32	0
289.15	292.634	1016	87	1	1.32	0
288.15	291.239	1016	87	2	1.25	0
287.15	291.239	1016	87	1	1.28	0
293.271	294.15	1017	60	4	2.47	0
297.15	298.755	1017	53	4	1.33	0
298.245	299.15	1017	44	5	1.36	0
300.15	301.26	1015	47	6	1.36	0
299.886	301.186	1014	42	6	1.28	0
299.15	301.186	1014	50	4	1.22	0
293.814	297.114	1015	68	1	1.43	0
292.3	295	1018	68	2	1.23	0
292.15	295	1018	72	3.19	1.32	0
291.151	293.201	1016	77	2	1.20	0
289.15	292.127	1016	82	2	1.28	0
290.15	292.127	1016	77	1	1.27	0
294.607	296.15	1017	53	1	1.64	0
298.15	300.855	1018	47	2	1.37	0
299.15	300.855	1018	47	4	1.35	0
299.15	302.1	1018	47	6	1.35	0
298.15	301.039	1019	47	4	1.28	0
295.15	301.039	1019	43	5	1.25	0
292.15	294.102	1020	52	3	1.45	0
290.15	292.366	1022	55	4	1.24	0
288.15	292.366	1022	67	2	1.32	0
287.15	290.824	1021	67	2	1.24	0
286.15	289.436	1021	66	2	1.27	0
285.15	289.436	1021	71	2	1.25	0
290.15	291.685	1022	48	2	2.44	0
293.15	296.704	1021	45	2	1.37	0
295.555	296.704	1021	43	2	1.32	0
297.15	300.361	1018	44	2	1.33	0
298.645	300.345	1016	34	2	1.25	0
298.15	300.345	1015	33	2	1.22	0
293.288	296.15	1015	43	4	1.45	0
291.8	294.7	1015	49	3	1.27	0
290.15	294.7	1015	67	2	1.28	0
290.15	293.187	1014	72	2	1.30	0
289.15	292.319	1014	82	2	1.27	0
291.019	292.319	1014	72	2	1.27	0
294.15	296.476	1014	60	3	1.89	0
299.15	303.492	1014	47	3	1.38	0
300.752	303.492	1014	39	5	1.33	0
304.15	305.559	1011	40	5	1.32	0
304.273	305.15	1010	33	4	1.27	0
303.15	304.973	1010	37	4	1.24	0
297.15	300.765	1011	57	3.1	1.51	0
296.837	299.15	1012	50	4	1.30	0
296.837	298.537	1012	53	3	1.25	0
295.582	299.15	1011	50	4	1.32	0
294.99	295.58	1010	73	3	1.30	0
294.99	296.15	1010	64	3	1.25	0
298.15	299.597	1011	65	2	2.47	0
302.15	304.442	1012	42	6	1.50	0
301.15	304.442	1012	51	4	1.50	0
299.15	303.994	1011	57	6	1.46	0.33
294.069	297.709	1011	83	2	1.40	1.29
294.069	297.709	1011	83	3	1.46	0
294.483	296.553	1011	83	3	1.59	0
294.129	296.15	1011	73	4	1.45	0.6
294.129	295.15	1011	83	2	1.38	0.6
294.072	294.822	1009	94	2	1.48	0.5
293.396	294.15	1008	94	4	1.48	0.13
293.396	294.15	1008	88	4	1.55	0
295.15	296.902	1010	88	3	2.17	0
298.15	300.635	1009	73	2	1.42	0
299.375	300.635	1009	61	3	1.29	0
301.953	302.663	1007	54	4	1.25	0
301.922	302.752	1005	54	4	1.25	0
301.15	302.752	1005	61	4	1.17	0
297.304	299.604	1006	69	2	1.38	0
295.7	297.5	1006	78	1	1.27	0
295.7	297.5	1006	78	2	1.20	0
294.532	296.012	1006	88	1	1.30	0
293.836	295.15	1005	94	3	1.24	0
293.836	295.15	1005	88	3	1.22	0
298.041	298.911	1005	78	3	1.66	0
301.15	304.063	1006	65	4	1.45	0
303.483	304.15	1005	55	6	1.34	0
305.15	307.18	1003	55	7	1.37	0
305.814	306.884	1002	49	6	1.34	0
304.15	306.884	1002	52	4	1.27	0
299.15	302.746	1003	74	2	1.45	0
297.15	300.371	1004	83	2	1.38	0
297.15	300.371	1004	83	2	1.27	0
296.15	298.366	1003	88	2	1.34	0
295.685	296.925	1003	83	2	1.34	0
295.15	296.925	1004	94	2	1.29	0
299.677	300.867	1005	69	3	2.13	0
302.15	305.553	1006	62	4	1.43	0
304.453	305.553	1006	52	4	1.35	0
306.15	308.232	1004	43	4	1.38	0
307.15	308.459	1003	41	5	1.32	0
306.15	308.459	1003	46	2	1.27	0
299.15	304.213	1004	69	1.39	1.53	0
299.15	301.913	1005	78	2.01	1.42	0
299.713	301.913	1005	58	3	1.30	0
296.15	299.914	1005	88	2.51	1.34	0
297.609	299.15	1005	78	3	1.34	0
297.609	298.579	1005	83	3	1.29	0
301.15	302.141	1006	69	4	3.13	0
305.15	307.42	1007	52	4	2.15	0
306.43	308.15	1006	44	4	2.05	0
308.15	309.302	1005	41	2	2.17	0
305.959	308.159	1003	41	2	2.04	0
305.959	308.159	1003	49	2	2.01	0
301.878	303.738	1004	62	3.19	2.18	0
297.296	304.15	1005	55	3	2.22	0
297.15	300.196	1005	78	5	2.05	1.96
294.15	296.279	1003	100	4	2.15	0.33
294.15	296.729	1003	94	7	2.15	0
291.15	296.729	1004	93	4	1.99	0
292.15	296.67	1006	88	4	2.51	0
293.15	298.961	1008	77	5	1.47	0
295.15	298.961	1008	73	6	1.35	0
296.15	300.522	1007	69	5	1.34	0
295.15	299.53	1007	68	6	1.32	0
295.15	299.53	1007	68	4	1.27	0
293.15	295.821	1008	72	4	1.43	0
292.15	294.404	1010	77	2	1.43	0
291.15	294.404	1009	82	2	1.29	0
291.15	294.022	1009	82	2	1.39	0
292.15	293.965	1008	77	2	1.39	0
292.15	293.965	1008	82	4	1.27	0
293.15	295.936	1009	77	4	1.70	0
294.15	299.419	1010	77	4	1.45	0
296.15	299.419	1009	73	4	1.29	0
297.9	300.9	1007	69	2	1.29	0
297.5	299.3	1006	69	3	1.27	0
297.5	299.3	1006	73	5	1.24	0
294.554	297.154	1007	78	2	1.45	0
294.246	296.646	1008	83	2	1.44	0
294.246	296.646	1008	78	5	1.24	0
293.005	296.005	1007	83	3	1.39	0
292.2	295.2	1006	77	3	1.35	0
292.2	295.2	1006	77	3	1.26	0
295.15	296.9	1006	78	4	2.58	0
297.15	300.196	1006	73	4	1.79	0
298.146	300.196	1006	69	5	1.65	0
298.781	300.581	1004	69	3	1.76	0
296.15	301.181	1003	94	2	1.62	0.5
296.15	301.181	1002	94	4	1.66	0.5
295.15	298.234	1002	100	4	1.73	0
295.15	297.5	1003	94	2	1.86	0
294.15	297.5	1003	100	1	1.63	0
294.15	296.869	1001	100	2	1.75	0.33
294.15	296.415	1001	100	1	1.81	0.48
293.15	296.415	1002	100	6	1.58	0.48
293.15	296.5	1004	94	3	2.10	0.33
292.15	295.157	1005	100	2	1.49	0.63
293.967	295.157	1005	83	4	1.36	0
293.519	295.15	1005	78	3	1.37	0
293.466	296.166	1005	73	3	1.31	0
293.466	296.166	1006	78	3	1.29	0
292.861	295.561	1008	73	4	1.40	0
292.724	294.624	1008	82	2	1.55	0
292.724	294.624	1009	77	3	1.29	0
292.15	293.4	1008	82	3	1.40	0
290.15	291.832	1009	88	3	1.50	0
290.15	291.832	1008	88	3	1.34	0
291.15	293.029	1009	82	3	2.32	0
292.15	296.351	1010	72	3	1.60	0
293.15	296.351	1009	72	3	1.42	0.27
294.5	296.1	1009	68	4	1.54	0
292.2	295.15	1008	73	3	1.40	0
292.2	294.15	1009	73	4	1.37	0
291.615	292.215	1011	72	3	1.47	0
290.283	291.15	1013	77	2	1.60	0
290.15	290.683	1013	82	2	1.32	0
288.781	290.15	1013	82	2	1.42	0
288.273	290.173	1013	88	3	1.52	0
288.273	290.173	1013	88	1	1.36	0
291.15	292.352	1014	82	2	1.80	0
294.15	296.6	1015	64	1	1.44	0
295.1	296.6	1014	60	2	1.27	0
297.8	299.5	1013	47	2	1.41	0
298.5	299.9	1011	47	2	1.26	0
298.5	299.9	1011	44	1	1.26	0
293.2	296.4	1012	77	2	1.32	0
291.805	294.705	1013	77	2	1.52	0
291.805	294.705	1013	82	1	1.21	0
290.15	293.8	1013	93	1.25	1.29	0
289.8	293	1013	93	1.51	1.41	0
289.8	293	1013	93	1.51	1.23	0
294.6	295.9	1014	73	1.53	1.55	0
298.15	300.151	1016	61	3	1.47	0
298.851	301.15	1016	34	6	1.29	0
299.15	300.198	1015	44	6	1.41	0
295.3	298.2	1013	38	3	1.24	0
295.3	298.2	1013	47	1	1.24	0
292.8	295.5	1014	64	1.72	1.28	0
291	294.15	1015	60	1	1.47	0
290.15	293.9	1015	88	1.61	1.18	0
289.15	292.871	1014	87	2	1.26	0
287.689	291.15	1014	77	2	1.42	0
287.689	291.089	1014	82	2.81	1.23	0
292.146	294.236	1015	64	3	2.06	0
297.15	299.613	1015	50	3	1.42	0
297.303	300.15	1015	32	3	1.23	0
300.011	302.311	1013	32	2	1.32	0
299.516	302.216	1011	23	3	1.26	0
299.516	302.216	1011	37	1	1.21	0
294.414	297.294	1012	56	3.07	1.24	0
293.15	295.855	1013	60	2	1.46	0
292.15	295.855	1013	77	2.42	1.13	0
291.578	294.698	1012	72	1.7	1.24	0
290.71	294.15	1012	73	4	1.39	0
290.71	293.15	1012	82	4	1.21	0
295.15	296.645	1013	64	4	2.26	0
300.15	301.388	1012	36	6	1.55	0
300.608	302.15	1011	32	5	1.42	0
301.332	302.212	1010	35	3	1.49	0
298.196	301.15	1008	42	2	1.37	0
298.196	300.15	1009	44	3	1.34	0
295.343	298.15	1009	53	4	1.37	0.33
294.19	298.15	1009	53	3	1.64	0.15
294.19	298.15	1009	53	2	1.31	0.15
293.575	297.15	1007	60	3	1.39	0
292.72	295.15	1006	78	3	1.55	0.46
292.72	294.6	1006	94	2	1.36	0.46
293.15	295.977	1008	94	2	1.93	0.33
293.15	294.424	1007	94	1	1.64	3
292.15	294.424	1006	93	2	1.39	3
293.007	293.707	1005	94	1	1.51	0.33
292.9	294.7	1004	88	2	1.37	0
292.9	294.7	1004	88	2	1.41	0
292.15	293.607	1006	88	1	1.34	0
291.15	292.873	1006	93	1.31	1.69	0
291.15	292.873	1006	93	1	1.31	0
291.15	292.562	1006	93	1	1.39	0
290.669	291.779	1005	93	1	1.51	0
290.15	291.779	1005	93	2	1.36	0
291.15	294.495	1006	93	2	2.21	0
293.15	298.689	1006	88	3	1.57	0
294.15	298.689	1006	83	3	1.39	0
296.15	298.7	1005	78	2	1.39	0
298	299.4	1005	69	1	1.39	0
298	299.4	1004	65	1	1.39	0
295.15	295.815	1005	83	1	1.31	0
294.15	295.042	1006	88	1	1.64	0
292.15	295.042	1006	93	1	1.26	0
292.15	294.25	1006	93	1.09	1.36	0
292.15	293.751	1006	100	2	1.51	0
292.15	293.751	1007	93	1	1.41	0
294.15	296.884	1008	94	3	2.28	0
297.15	301.003	1009	83	2	1.69	0
299.15	301.003	1008	69	1	1.39	0
300.15	302.8	1005	57	1	1.47	0
301.2	303.5	1004	54	1	1.44	0
301.15	303.5	1004	61	2	1.49	0
296.636	299.136	1005	73	3	1.38	0
295.815	298.015	1005	83	2	1.67	0
295.815	298.015	1005	88	1	1.31	0
294.622	296.622	1005	94	1	1.41	0
293.988	295.588	1004	100	2	1.56	0
293.988	295.588	1004	94	2	1.42	0
297.15	298.446	1005	88	3	1.92	0
299.15	303	1004	78	3	0	0
301.15	303	1004	65	2	0	0
303.15	305.232	1002	62	3	0	0
302.8	304.7	1001	58	3	0	0
301.15	304.7	1000	65	3	0	0
298.15	301.557	1001	83	1	0	0
297.3	299.4	1001	83	3	0	0
297.15	299.4	1001	83	1	0	0
295.15	297.771	1000	94	3.3	0	0
294.356	297.056	1002	94	3	0	0
294.356	297.056	1003	68	6	0	0
294.951	295.851	1006	46	5	1.97	0
298.15	299.3	1008	33	5	1.64	0
298.3	299.3	1007	27	5	1.33	0
299.5	301	1006	26	5	1.41	0
298.783	301.183	1005	28	4	1.36	0
298.783	301.183	1005	30	4	1.41	0
293.712	298.15	1006	33	3	1.26	0
292.493	297.15	1008	38	3	1.56	0
292.493	295.593	1008	49	2	1.20	0
290.7	295.15	1008	43	4	1.25	0
289.15	292.1	1008	77	2	1.39	0
289.9	292.1	1008	77	2	1.33	0
294.15	295.851	1009	64	3	1.92	0
297.15	301.47	1008	53	4	0	0
299.19	301.47	1008	39	3	0	0
302.2	303.8	1005	33	3	0	0
301.3	303.2	1004	30	4	0	0
301.3	303.2	1004	32	4	0	0
295.24	299.15	1005	47	3	0	0
294.002	299.15	1006	41	3	0	0
294.002	298.15	1006	44	4	0	0
293	297.15	1006	47	3	0	0
292.129	295.15	1006	60	5	0	0
292.129	295.15	1006	60	4	0	0
296.375	297.775	1007	57	5	2.25	0
299.15	301.657	1007	44	5	1.71	0
299.15	301.657	1007	44	4	1.49	0
300.15	303.43	1006	47	5	1.49	0
299.15	300.812	1005	57	2	1.44	0
296.15	300.812	1005	73	4	1.59	0.5
296.715	299.315	1006	60	5	1.36	0
295.15	298.644	1008	73	3	1.64	0.5
294.15	298.644	1008	77	3	1.36	0.5
292.15	296.739	1008	88	4	1.38	0.5
293.15	295.761	1007	82	4	1.49	0.5
292.15	295.761	1007	88	5	1.48	0
293.15	295.105	1008	82	5	2.07	0
294.745	296.15	1008	73	4	1.54	0
294.745	297.15	1008	64	5	1.35	0
295.667	298.15	1007	65	4	1.36	0
295.772	298.15	1006	65	2	1.31	0
295.772	298.15	1006	61	2	1.41	0
293.6	296.15	1007	73	1	1.20	0
292.956	296.15	1007	78	1	1.44	0
292.956	295.556	1007	83	1.37	1.23	0
292.381	294.591	1007	94	0.97	1.26	0
292.1	293.7	1006	94	0.56	1.30	0
292.1	293.7	1006	94	0.56	1.33	0
295.632	297.192	1007	78	1	2.13	0
299.15	302.168	1007	65	1	1.62	0
299.538	302.168	1007	54	1	1.38	0
302.3	305.5	1006	45	1	1.41	0
302.602	306.102	1004	43	1	1.41	0
302.602	306.102	1004	48	2.77	1.53	0
297.319	300.15	1006	61	2.63	1.28	0
296.422	299.122	1007	73	2	1.48	0
296.422	299.122	1008	73	2	1.33	0
295.15	297.451	1007	88	1.73	1.33	0
294.5	296.9	1007	83	1.27	1.38	0
294.5	296.9	1007	94	1.27	1.43	0
298.574	300.15	1008	69	3	2.31	0
302.15	304.115	1008	54	3	1.69	0
303.055	304.15	1007	45	3	1.48	0
305.15	306.6	1006	46	3	1.46	0
304.938	306.938	1004	41	3	1.43	0
304.938	306.938	1004	49	2	1.61	0
299.159	302.159	1006	61	2	1.35	0
297.15	301.2	1007	83	1	1.53	0
297.15	301.2	1008	88	1	1.40	0
296.15	299.514	1008	94	1.37	1.35	0
295.4	298.5	1008	94	1.61	1.40	0
295.4	298.5	1009	78	3	1.43	0
299.15	301.285	1010	54	3	1.79	0
301.15	304.911	1010	54	2	1.79	0
303.901	304.911	1010	45	4	1.61	0
303.15	305.23	1010	45	3	1.61	0
302.15	303.836	1009	48	3	1.59	0
301.15	303.836	1009	51	3	1.79	0
298.3	300.15	1010	47	3	1.53	0
296.215	299.15	1011	50	2	1.64	0
296.15	298.815	1012	73	2	1.58	0.5
294.15	296.632	1012	88	1	1.49	0.5
293.527	296.027	1011	77	2	1.53	0
293.527	296.027	1012	77	1	1.59	0
292.686	295.386	1013	82	3.39	2.12	1.5
292.15	294.304	1013	88	3	1.53	0.06
292.804	294.304	1012	83	2	1.33	0.06
292.2	294.15	1011	88	2	1.31	0.33
292.11	293.15	1011	94	3	1.28	0.69
292.11	293.15	1010	88	3	1.48	0.69
292.415	293.15	1011	94	0.6	1.22	0.33
291.91	293.01	1011	100	1.84	1.33	0.29
291.91	293.01	1011	93	1.84	1.30	0
292.15	292.905	1010	93	1.81	1.22	0
291.7	293.15	1010	94	2	1.25	0
291.7	293	1010	93	1	1.35	0
294.15	295.249	1011	83	2	2.23	0
296.15	299.729	1011	73	2	1.54	0
297.229	299.729	1011	61	3	1.41	0
299.217	301.917	1010	61	2	1.36	0
300.15	302.829	1010	61	2	1.33	0
300.15	302.829	1009	61	2.66	1.56	0
295.813	299.513	1010	73	1	1.30	0
294.715	298.415	1012	78	1	1.35	0
294.715	298.415	1012	78	1	1.31	0
294.361	297.661	1011	83	1	1.28	0
293.893	296.893	1011	88	2	1.33	0
293.893	296.893	1011	94	1	1.40	0
297.15	299.023	1012	83	1	1.92	0
301.15	303.601	1011	65	2	1.69	0
302.201	303.601	1011	51	3	1.58	0
304.422	306.222	1009	35	3	1.51	0
302.2	305.15	1008	38	3	1.45	0
302.2	304.2	1008	45	2	1.82	0
298.6	302	1010	54	4	1.46	0
297.224	300.324	1011	54	2	1.55	0
297.224	300.324	1011	69	2	1.48	0
294.813	298.15	1009	78	2	1.46	0
294.113	297.15	1010	88	1	1.48	0
294.113	298.15	1010	83	2	1.56	0
298.141	298.741	1011	83	2	2.22	0
